title,price,location,URL
Where Modern Sophistication Meets Unparalleled Convenience,"3,495",san mateo,https://sfbay.craigslist.org/pen/apa/d/san-mateo-where-modern-sophistication/7704296791.html
"Espresso Cabinetry, Hardwood-Inspired Flooring, Quartz Countertops","3,023",san jose south,https://sfbay.craigslist.org/sby/apa/d/san-jose-espresso-cabinetry-hardwood/7712445652.html
1BR Spacious and Comfortable. Pet-Friendly.,"2,395",campbell,https://sfbay.craigslist.org/sby/apa/d/san-jose-1br-spacious-and-comfortable/7710462391.html
Cozy Studio in Millbrae!,"1,950",millbrae,https://sfbay.craigslist.org/pen/apa/d/millbrae-cozy-studio-in-millbrae/7706593789.html
Remodeled One Bedroom/940 Post st,"2,100",lower nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-one-bedroom-940/7712445617.html
Beautifully maintained Crestmoor Home,"4,500",san bruno,https://sfbay.craigslist.org/pen/apa/d/san-bruno-beautifully-maintained/7705539029.html
Spacious Burlingame Apartment,"2,395",burlingame,https://sfbay.craigslist.org/pen/apa/d/burlingame-spacious-burlingame-apartment/7706488327.html
COMING SOON! 2 bedroom and 1 bathroom second-floor unit! South San Fra,"3,150",south san francisco,https://sfbay.craigslist.org/pen/apa/d/south-san-francisco-coming-soon-bedroom/7706311824.html
Spacious 2 Bedroom. Available Now!,"1,850",San Jose,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-bedroom-available-now/7709543600.html
Remodeled  One Bedroom/766 Sutter,"2,100",downtown / civic / van ness,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-one-bedroom-766/7712445515.html
Coming Soon! 2 bedroom and 1 bathroom second-floor unit! South San Fra,"3,250",south san francisco,https://sfbay.craigslist.org/pen/apa/d/south-san-francisco-coming-soon-bedroom/7706312844.html
*****SPECIAL INCENTIVE! 50% OFF FIRST Excellent San Francisco Location,"2,200",mission district,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-special-incentive-50-off/7706300085.html
Available Now!!Move in Special!! - Located in Downtown,734,South San Francisco,https://sfbay.craigslist.org/sfc/apa/d/south-san-francisco-available-nowmove/7712445468.html
3 Bed/2.5 Bath Townhouse,"2,600",santa rosa,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-bed-25-bath-townhouse/7710448662.html
"Dishwasher, Swimming Pool, Wood Style Flooring","2,497",fremont / union city / newark,https://sfbay.craigslist.org/eby/apa/d/fremont-dishwasher-swimming-pool-wood/7711121336.html
Remodeled Furnished Studio/620 Jones st,"1,400",downtown / civic / van ness,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-furnished/7712445368.html
Remodeled Studio/625 Taylor,"1,700",lower nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-studio-625/7712445256.html
"Polished quartz countertops, High-gloss cabinets, Tour Today","3,980",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-polished-quartz/7712445253.html
"Community Playground, Business Center, Fireplace","3,668",sunnyvale,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-community-playground-business/7712445143.html
Beautiful and cozy apartment!!!,"1,920",oakland downtown,https://sfbay.craigslist.org/eby/apa/d/oakland-beautiful-and-cozy-apartment/7712445098.html
"Situated in Dublin!, 2/bd, Refrigerator","2,462",dublin / pleasanton / livermore,https://sfbay.craigslist.org/eby/apa/d/dublin-situated-in-dublin-bd/7712445096.html
Minutes to historic downtown Campbell!,"2,995",campbell,https://sfbay.craigslist.org/sby/apa/d/campbell-minutes-to-historic-downtown/7712445074.html
"Lafayette CA, Mini Blinds, 1BD 1BA","2,270",lafayette / orinda / moraga,https://sfbay.craigslist.org/eby/apa/d/lafayette-lafayette-ca-mini-blinds-1bd/7712445068.html
Seabright Delight! 2 Bedroom House next to Ocean View Park!,"3,849",santa cruz,https://sfbay.craigslist.org/scz/apa/d/santa-cruz-seabright-delight-bedroom/7704591270.html
"Pet Friendly, Environmentally Friendly Community, Fitness Room",884,san jose south,https://sfbay.craigslist.org/sby/apa/d/san-jose-pet-friendly-environmentally/7712444765.html
"2/BD, Online Payments Available, Laundry Facilities","1,350",sonoma,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-bd-online-payments-available/7712444745.html
Beautiful & Spacious Home | LVP Flooring | Central A/C,"3,995",san jose east,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-spacious-home-lvp/7708586407.html
Awesome Home | Ocean Views | Desirable Location,"5,195",santa cruz,https://sfbay.craigslist.org/scz/apa/d/santa-cruz-awesome-home-ocean-views/7704182714.html
Gorgeous Home | Stylish Remodel | Cupertino Schools,"4,695",san jose west,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-home-stylish-remodel/7708164603.html
"Studio, Green Community, High Ceilings with Skylights","2,390",redwood city,https://sfbay.craigslist.org/pen/apa/d/redwood-city-studio-green-community/7712444490.html
"Tile backsplashes, Cool LED lighting, Amazing views","2,604",western addition,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tile-backsplashes-cool/7712444408.html
"Resident Ambassador, Community Bicycles, BBQ & Fire Pits","3,531",hayes valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-resident-ambassador/7712444378.html
Park Lane Villas - First Month only $1 Dollar,"2,349",santa rosa,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-park-lane-villas-first-month/7709173233.html
Deals you do NOT want to miss!! up to 4 WEEKS FREE of rent!,"3,579",cupertino,https://sfbay.craigslist.org/sby/apa/d/cupertino-deals-you-do-not-want-to-miss/7712444165.html
"Public Parks Nearby, Microwave, Breakfast Bar","2,375",alameda,https://sfbay.craigslist.org/eby/apa/d/emeryville-public-parks-nearby/7712444167.html
Charming & Spacious 2 Bedroom on 1st floor!,"2,850",lower nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-spacious-bedroom/7704980992.html
"Call for Details, We Love Pets, Granite Countertops","3,501",oakland downtown,https://sfbay.craigslist.org/eby/apa/d/oakland-call-for-details-we-love-pets/7712444083.html
"Large 1 bedroom, In-unit laundry, open floorplan, updated kitchen!","2,600",lower nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bedroom-in-unit/7704981725.html
"Bright studio, on site laundry, elevator!","1,650",lower nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-studio-on-site/7704982414.html
"BEAUTIFUL APARTMENT HOME, GREAT NEIGHBORHOOD","2,628",santa clara,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-apartment-home/7708096774.html
"Barbecue Area, Resident Lounge, Refrigerator","2,385",campbell,https://sfbay.craigslist.org/sby/apa/d/campbell-barbecue-area-resident-lounge/7712443813.html
"24/7 Fitness Center, Swimming Pool, Laundry On Site, & FREE PARKING!","2,100",walnut creek,https://sfbay.craigslist.org/eby/apa/d/walnut-creek-24-fitness-center-swimming/7708801947.html
January Move-In Specials!,"2,000",walnut creek,https://sfbay.craigslist.org/eby/apa/d/walnut-creek-january-move-in-specials/7708803796.html
Welcome Home to Newell Vista Apartments!,"2,100",walnut creek,https://sfbay.craigslist.org/eby/apa/d/walnut-creek-welcome-home-to-newell/7708544613.html
